classifier	best_celltype_new	name	gname	Known Marker	HSC_NO	MPP_NO	LMPP_NO	CLP_NO	pDC_NO	CMP_NO	GMP_NO	MEP_NO	HSC_VIP	MPP_VIP	LMPP_VIP	CLP_VIP	CMP_VIP	GMP_VIP	MEP_VIP	pDC_VIP
UCB469	CLP	ENSG00000139915	MDGA2	0	9.587662105	9.568469642	9.630713261	9.491204401	9.617498544	9.604705024	9.572532579	9.594951517	0.908749761	1.236680696	1.149504012	1.77922378	0.954685213	0.577256343	0.683061173	1.004051324
UCB470	CLP	ENSG00000100644	HIF1A	0	5.241324185	5.146637555	5.316121011	5.060329144	5.599686602	5.412916358	5.30218074	5.150937936	0.342527687	0.891778851	0.424936761	1.22902484	1.028035656	0.316045393	0.820995787	1.795408879
UCB471	CLP	ENSG00000185043	CIB1	0	0.678447447	0.864657238	0.766133778	0.63369597	0.840891798	1.72999062	0.861628133	0.882396304	0.698510064	0.429140133	0.553096401	1.079659076	2.34809824	0.309503407	0.213160938	0.777163559
UCB472	CLP	ENSG00000108518	PFN1	0	0.660141884	0.232151601	0.550028293	0.077195222	1.409053444	0.790132919	0.301084425	0.515245959	0.666869448	1.029411702	0.344106202	1.747008056	0.939403384	0.793230388	0.253905669	2.441763023
UCB473	CLP	ENSG00000129347	KRI1	0	1.494125326	1.439013956	1.929973121	1.643003516	2.57257214	1.550163117	1.384550781	1.952980762	0.709769192	0.77611333	0.784237003	0.917798425	0.642080237	0.816444569	0.627039362	1.657778823
UCB474	CLP	ENSG00000179271	GADD45GIP1	0	0.807289689	1.117251849	0.572995749	0.757643856	1.28185642	1.678968704	1.480388455	1.092710108	0.786603629	0.787228467	1.230165034	1.276701126	1.656139501	1.066186642	0.215418229	0.725703488
UCB475	CLP	ENSG00000105676	ARMC6	0	3.464320917	3.594050636	3.664551579	3.005269783	3.849339394	3.933153557	3.477246575	3.569930353	0.404123858	0.310210608	0.397533693	1.815272426	1.399040793	0.273685084	0.402949123	0.893501801
UCB476	CLP	ENSG00000126247	CAPNS1	0	1.550152323	1.619551916	1.623660975	1.695890895	2.039318618	1.862998633	2.771476543	2.23087347	0.868237207	0.687741425	0.68471358	0.924824233	0.422557383	2.006438098	0.884383923	0.69671192
UCB477	CLP	ENSG00000105722	ERF	0	0.699084688	0.291840937	1.089960604	0.52806765	0.938334228	0.658376753	1.099739225	0.7959319	0.680652876	1.288598961	1.283690524	1.621909725	0.75589281	1.064608267	0.334832294	0.762096303
UCB478	CLP	ENSG00000115239	GPR75-ASB3	0	7.828809363	7.772677274	7.775754795	7.625088558	7.834448784	7.67109483	7.733137637	7.748170835	1.398243771	0.66082495	0.634141237	1.648713005	1.274921946	0.442395563	0.632167451	1.314658292
UCB479	CLP	ENSG00000188992	LIPI	0	6.535095983	6.571012936	6.452036531	6.21571502	6.648782762	6.555618563	6.373206664	6.476318496	0.780532255	0.964424187	0.613062771	1.84656672	0.858235833	0.924388835	0.253179699	1.315501257
UCB480	CLP	ENSG00000187792	ZNF70	0	2.328274811	2.545012743	2.264826816	2.175300693	2.457349169	3.181714321	2.46690752	2.881855432	0.620233441	0.375716579	0.839491858	1.205169502	1.79429378	0.27339564	0.904994219	0.366818454
UCB481	CLP	ENSG00000133424	LARGE	0	8.99781132	9.055751586	9.008454714	8.965099908	9.185279869	9.10051423	9.062621083	9.121958509	0.920231953	0.542122672	0.752283978	1.558697358	0.832452317	0.343754331	1.030916736	1.622734387
UCB482	CLP	ENSG00000077092	RARB	0	8.556259709	8.553882485	8.469559128	8.453060593	8.447427098	8.560013855	8.579639717	8.645009619	0.62955569	0.779139827	1.114702851	1.403385389	0.592871731	0.795883573	1.746297245	1.218601647
UCB483	CLP	ENSG00000144724	PTPRG	0	9.391474889	9.382929606	9.325571298	9.217442676	9.336398909	9.271692516	9.364403749	9.310762018	1.376193424	1.098199702	0.267069176	1.879463272	1.251965957	0.803775131	0.382176648	0.560438405
UCB484	CLP	ENSG00000175161	CADM2	0	10.1233408	10.0873739	10.01601675	9.929478115	10.00269416	10.02719897	10.0456075	10.04638453	2.090053491	1.396227967	1.126423147	2.164327178	0.857972047	0.60438407	0.912428693	1.041220368
UCB485	CLP	ENSG00000170017	ALCAM	0	7.676669246	7.564182791	7.66065057	7.41215863	7.564862327	7.532615048	7.542365233	7.573248571	1.571106065	0.532588258	1.220688331	1.860173587	0.718612839	0.491452513	0.25180468	0.384571909
UCB486	CLP	ENSG00000145087	STXBP5L	0	8.93883506	8.870426804	8.951632844	8.742133393	8.779554872	8.848378609	8.872884947	8.82954315	1.644899361	0.818535649	1.624978955	1.926468721	0.700311619	0.575851727	0.713470382	1.354223649
UCB487	CLP	ENSG00000114626	ABTB1	0	1.34197359	1.508501336	1.586160945	1.296677862	1.841912672	1.790940734	2.477359071	1.530045549	0.816851487	0.39758681	0.647788743	0.976716606	0.491958125	1.929231802	0.898570316	0.597832086
UCB488	CLP	ENSG00000172752	COL6A5	0	6.914530668	6.942518082	6.947844379	6.785064852	6.898670057	6.942020836	7.07648231	6.811850227	0.327891809	0.423145125	0.507163917	1.35364104	0.412846716	1.849226068	1.158140394	0.363329697
UCB489	CLP	ENSG00000152952	PLOD2	0	6.346887722	6.269146871	6.566044301	6.231477771	6.428202446	6.29979031	6.4651815	6.291949325	0.714157578	1.058936441	1.903164041	1.219442645	0.790055854	1.088000341	0.80596622	0.858027005
UCB490	CLP	ENSG00000177694	NAALADL2	0	10.38592697	10.32641772	10.2959739	10.28653262	10.32766577	10.29051848	10.29900731	10.29411469	2.150346155	1.165848072	1.13326862	1.579751921	0.989263844	0.68961844	0.942105564	0.950143368
UCB491	CLP	ENSG00000002587	HS3ST1	0	4.911070855	5.137415254	4.901367327	4.594130901	4.762768958	4.980553757	4.734556136	4.721356668	0.512581692	1.654141013	0.45706982	1.403162883	0.834691209	0.685095365	0.777901427	0.53499345
UCB492	CLP	ENSG00000145362	ANK2	0	9.063826808	9.094594801	9.035635577	8.939184484	8.971042447	9.038868409	8.996599244	9.088006028	0.867747414	1.303997292	0.525871471	1.813637799	0.658873728	0.828527099	1.327291938	1.160501676
UCB493	CLP	ENSG00000151623	NR3C2	0	8.325593431	8.379260702	8.336695772	8.224653753	8.349782139	8.376218295	8.375816154	8.402112041	0.825698786	0.688564504	0.525660136	1.721108759	0.729489641	0.643243215	1.050992269	0.529899049
UCB494	CLP	ENSG00000164305	CASP3	0	3.937331671	3.961905285	3.913884244	3.373759276	4.234315469	4.154189797	3.553988062	4.139626935	0.247036399	0.341036777	0.166512677	1.79917532	0.929235655	1.246656059	0.911812274	0.926310103
UCB495	CLP	ENSG00000145536	ADAMTS16	0	7.170038454	7.386215111	7.148260454	7.107686797	7.255878414	7.330338999	7.29920321	7.239390784	0.816877675	1.656728746	0.961394161	1.635185044	1.280608519	0.737309343	0.231141964	0.393054729
UCB496	CLP	ENSG00000112902	SEMA5A	0	8.865433686	8.807211407	8.84458869	8.68006972	8.824334855	8.900262509	8.851799201	8.847469634	0.651641312	0.439977523	0.422070776	2.200969	1.288111389	0.451184701	0.480178506	0.354772234
UCB497	CLP	ENSG00000169862	CTNND2	0	9.684841949	9.705776062	9.700574598	9.568636422	9.71125081	9.69072724	9.679093486	9.73646223	0.285618739	0.541879805	0.586818961	2.373141593	0.452414103	0.195062772	1.295593345	0.694670162
UCB498	CLP	ENSG00000248874	C5orf17	0	7.724155001	7.795404722	7.642145582	7.528090241	7.745790658	7.71834099	7.724805865	7.741403219	0.642667099	1.194289316	0.9601683	1.865710916	0.482940742	0.417613121	0.677892482	0.6959249
UCB499	CLP	ENSG00000113361	CDH6	0	7.016578461	6.896874668	7.042114463	6.776921324	6.99689724	6.898709427	6.948430877	7.011973674	0.782506603	0.749745726	1.029113787	1.62799121	0.66714957	0.193589814	0.733432982	0.514168143
UCB500	CLP	ENSG00000113407	TARS	0	4.546632074	4.380677822	4.710967552	4.160974629	4.432524313	4.606162729	4.727316147	4.856258026	0.378404256	0.80333311	0.769949241	1.735622841	0.312887883	0.831013516	1.420715509	0.639533964
UCB501	CLP	ENSG00000151388	ADAMTS12	0	8.307273356	8.364674457	8.375337515	8.204583306	8.32052884	8.401657055	8.365406675	8.330446695	0.43805554	0.486669708	0.722463063	2.01007359	1.330725565	0.581030883	0.273593215	0.256994097
UCB502	CLP	ENSG00000182836	PLCXD3	0	7.67366846	7.506834667	7.598998105	7.450208457	7.565368402	7.660849224	7.55694891	7.66569791	1.313489838	1.261342496	0.46259043	1.669954975	1.146234513	0.565728565	1.237481645	0.464286244
UCB503	CLP	ENSG00000049192	ADAMTS6	0	8.308773441	8.243610328	8.326727651	8.106545077	8.223549862	8.294752649	8.217484248	8.305739816	1.161802082	0.933566257	1.439772557	2.189769161	1.006266513	0.884314863	0.934630369	0.841802876
UCB504	CLP	ENSG00000145743	FBXL17	0	8.972354398	8.950156605	9.017163291	8.822132585	8.894536661	8.902088979	8.958802743	8.958469322	1.005980698	0.829323618	1.655458482	1.996396395	0.946869148	0.818521001	0.557984782	0.9783347
UCB505	CLP	ENSG00000226650	KIF4B	0	1.58253468	1.875033494	1.699435046	0.95924523	2.343217499	2.03978278	1.353166227	1.966614231	0.333411273	0.519533978	0.176228901	1.611635046	0.936791398	0.91238999	0.788429175	1.333286896
UCB506	CLP	ENSG00000164330	EBF1	0	8.425683454	8.429551854	8.322698101	8.196959552	8.402442582	8.459124387	8.295515285	8.402609494	0.936142853	0.971249711	0.716237751	2.257112474	1.579561139	1.131966172	0.702697225	0.668794896
UCB507	CLP	ENSG00000184530	C6orf58	0	6.155518923	6.084973246	6.191969468	6.009052131	6.119860527	6.282142057	6.029642655	6.049516656	0.811254256	0.692731744	0.821932007	1.160683129	1.753414752	0.912722885	0.714244226	0.532527188
UCB508	CLP	ENSG00000112541	PDE10A	0	9.18915133	9.189131884	9.146761591	9.089873431	9.092469552	9.169903592	9.255450017	9.12697042	0.797198846	0.635606952	0.481612488	1.379945356	0.381574556	1.985769029	0.705777613	1.229313944
UCB509	CLP	ENSG00000004846	ABCB5	0	7.049394482	7.309631752	7.054106326	7.003454301	7.147280061	7.046276146	7.129498779	7.092267313	0.700822685	2.10439209	0.531992194	0.894837952	0.626222209	0.389753245	0.313782619	0.551683258
UCB510	CLP	ENSG00000182348	ZNF804B	0	9.109751291	9.179937194	9.145495706	9.022974859	9.040311381	9.124062248	9.033235055	9.061256565	1.274176087	1.620066886	1.209046622	1.515443005	1.019412377	1.211077448	0.839484528	1.108891764
UCB511	CLP	ENSG00000128573	FOXP2	0	9.306275632	9.234928243	9.248731125	9.050299255	9.187479761	9.182624237	9.138919497	9.169221846	2.16499616	1.048410811	1.162206503	2.23110411	0.714004449	1.044963544	0.838092093	0.927118627
UCB512	CLP	ENSG00000185053	SGCZ	0	10.10155472	10.16400189	10.05856056	10.020039	10.08320741	10.08575619	10.0140926	10.07699476	1.231389466	1.89989984	1.045714289	1.638875305	0.847120025	1.434448234	0.482576919	0.835473403
UCB513	CLP	ENSG00000104413	ESRP1	0	5.95404261	5.861030683	5.980356939	5.669996872	5.761266276	6.05119952	5.756646672	5.763861947	0.831825786	0.295340541	0.91067304	1.400396108	1.650109563	0.875768677	0.792537415	0.7417652
UCB514	CLP	ENSG00000176406	RIMS2	0	9.579946226	9.481883829	9.483495946	9.364902902	9.479290845	9.377831624	9.425279673	9.481807075	2.428145337	0.934539621	0.980619332	1.81902329	1.789943529	0.873381219	0.819096589	1.084262693
UCB515	CLP	ENSG00000173068	BNC2	0	8.686852895	8.710966993	8.719017613	8.58018834	8.775002538	8.654343988	8.623963193	8.623518791	0.761308524	0.861867156	0.954209551	1.307936679	0.44719086	0.907822213	1.210599289	1.662436916
UCB516	CLP	ENSG00000196092	PAX5	0	7.147220612	7.153315378	7.108048776	6.898151586	7.115877891	7.142544231	7.079062218	7.048718484	0.86823297	0.878701423	0.58696339	2.226888068	0.834216004	0.210695877	0.611641178	0.454775368
UCB517	CLP	ENSG00000136872	ALDOB	0	3.732212153	3.969360785	3.467912167	3.009093899	3.84179862	3.839730791	3.40085621	3.853805131	0.368479434	0.978063065	0.746343975	1.744665736	0.804148539	0.738110114	0.81129787	0.646551961
UCB518	pDC	ENSG00000116544	DLGAP3	0	5.3537929	5.452645399	5.385724884	5.338072869	4.957650694	5.440443652	5.381647569	5.467006076	0.331120585	0.692382756	0.399158692	0.499730084	0.605274521	0.19634254	0.752069929	2.347857132
UCB519	pDC	ENSG00000123091	RNF11	0	4.502401124	4.684458888	4.6064468	4.546946033	4.358479582	4.615657394	4.994216647	4.824600264	0.757573584	0.249279889	0.436475044	0.443884947	0.375963754	1.771603694	0.954190157	1.244845001
UCB520	pDC	ENSG00000143845	ETNK2	0	3.193933268	3.646018683	4.056472951	3.978405821	2.913249571	3.640983459	3.634593221	3.503976111	1.341424876	0.764894947	1.38842437	1.143475924	0.438984974	0.408107061	0.401390856	1.807163081
UCB521	pDC	ENSG00000255284	AP006621.5	0	0.632673046	1.675884228	1.29812248	1.573061033	0.456965861	1.64854379	1.303173754	1.363581637	1.585052771	0.997901953	0.459099991	0.839726291	0.982500669	0.309708678	0.321265927	1.682921408
UCB522	pDC	ENSG00000167323	STIM1	0	7.487936183	7.339375821	7.429301506	7.395338137	7.249784315	7.357989951	7.327838574	7.330083247	1.63135862	0.521620204	0.886109169	0.969536378	0.304733985	0.633591587	0.734668993	1.425221526
UCB523	pDC	ENSG00000109920	FNBP4	0	4.893832394	4.928791969	5.050657356	5.223848853	4.764571105	4.98403966	5.293406897	4.991373138	0.952892647	0.621470605	0.383542146	1.249503407	0.535789317	1.783057041	0.45263382	1.467513083
UCB524	pDC	ENSG00000183134	PTGDR2	0	1.26182826	0.86061245	1.411207094	1.042490826	0.767778279	1.548036111	2.008183797	0.905932023	0.492888659	0.999912324	0.650191134	0.955140982	0.948492885	2.00053889	0.893517771	1.281698731
UCB525	pDC	ENSG00000111424	VDR	0	6.205190883	6.139383886	6.071331234	6.174570459	5.925964929	6.336129053	6.220327715	6.168208799	0.440152117	0.502192521	0.753664233	0.548677584	1.421104564	0.509297166	0.244226532	1.741938537
UCB526	pDC	ENSG00000140092	FBLN5	0	5.608393379	5.559541341	5.592617651	5.832111322	5.39233963	5.964171448	5.702480483	5.507961078	0.626938184	0.731096457	0.637965166	1.073766537	2.068900579	0.579889705	0.993083336	1.597211778
UCB527	pDC	ENSG00000179918	SEPHS2	0	0.761456842	0.402116679	0.597600657	1.040359695	0.215024391	0.499317088	1.303166872	0.374154786	0.596783412	0.803034616	0.543271139	1.015893903	0.632585367	1.931151528	0.990562932	1.259334362
UCB528	pDC	ENSG00000184635	ZNF93	0	4.236832046	4.286917923	4.075468264	4.516973268	3.706569815	4.223833063	4.019766738	4.276603841	0.440219709	0.49914314	0.535955318	1.192074383	0.234140073	0.892933542	0.377271057	1.783434791
UCB529	pDC	ENSG00000105672	ETV2	0	0.438329165	0.494586438	0.758659793	1.291263077	0.279509895	0.457091733	0.484162601	0.596937936	0.636198851	0.54161471	0.636516598	2.012876492	0.711478475	0.709586712	0.154369087	1.120256155
UCB530	pDC	ENSG00000142534	RPS11	0	0.929072115	0.17820676	0.307338865	0.722204941	0.114187653	0.405304511	0.399565317	0.173513818	1.801280916	0.817405247	0.542742493	0.907401717	0.252078166	0.215433908	0.872787456	1.006803374
UCB531	pDC	ENSG00000089101	C20orf26	0	8.002699016	7.979258387	7.892543151	7.849669034	7.808481892	8.017517249	7.981453696	7.984792207	0.924720769	0.612831913	0.944162442	1.222424277	1.246941893	0.765385575	0.872692385	1.661731513
UCB532	pDC	ENSG00000163702	IL17RC	0	2.676426787	3.06598687	3.259763689	3.365264529	2.156923223	3.032431931	3.228414522	2.810985222	0.874961039	0.514161297	0.904929573	1.016551133	0.594115064	0.703266977	0.640016719	1.884775345
UCB533	pDC	ENSG00000131379	C3orf20	0	6.156469072	6.082553205	6.003455324	6.291962601	5.997944841	6.03825747	6.210567596	6.025669547	0.645648674	0.58246626	0.949871724	1.637633231	0.7661321	1.03827907	0.932337314	1.020914012
UCB534	pDC	ENSG00000114166	KAT2B	0	6.576241097	6.591918211	6.35483799	6.436814369	6.230272109	6.437717924	6.542014851	6.507485559	1.094798211	1.123817997	1.234655528	0.529693028	0.450662748	0.728184888	0.553660662	1.980118266
UCB535	pDC	ENSG00000113790	EHHADH	0	6.159491825	6.177916521	6.073552685	6.273942028	5.902870778	6.084430925	6.178841771	6.120474035	0.485165134	0.552567742	0.693137926	1.213057454	0.496743997	0.462606824	0.243476936	1.710138112
UCB536	pDC	ENSG00000161217	PCYT1A	0	5.553593967	5.328337948	5.34516622	5.613591185	5.31993401	5.440382673	5.726031687	5.453438819	0.669172308	0.934498468	0.911355846	0.867175677	0.665876222	1.641773733	0.297340645	0.987930847
UCB537	pDC	ENSG00000181826	RELL1	0	6.101506829	6.126169914	6.014662341	6.13066909	5.979075179	6.121349719	6.026523598	6.302875273	0.369979866	0.432207106	0.85542664	0.743363468	0.471912617	0.785565602	1.780917989	1.062546826
UCB538	pDC	ENSG00000183439	TRIM61	0	4.42846989	4.113497135	4.401842019	4.286816714	3.755471782	4.197635864	4.46885381	4.270698409	0.741419398	0.891807909	0.635777065	0.188855101	0.403405419	0.896952881	0.576359867	1.816421359
UCB539	pDC	ENSG00000146809	ASB15	0	6.018748746	6.129775406	6.15581635	5.940549963	5.780640769	6.125933399	6.036847028	6.12760083	0.503176595	0.703485338	0.887992779	0.918435599	0.760821439	0.323365381	0.698352703	1.920204337
UCB540	pDC	ENSG00000218672	AC008060.7	0	3.220552058	2.918608632	2.86027339	3.212351227	2.252130922	2.924895641	3.087466187	3.41615253	0.77734818	0.974101717	0.641340888	0.713977261	0.501093425	0.314415897	1.070293522	1.81555903
UCB541	pDC	ENSG00000198042	MAK16	0	3.556129756	3.859675478	3.851955402	3.852184899	3.090446263	3.388017515	3.700227289	3.452808992	0.303600601	0.851077313	0.876599218	0.701984953	0.871234776	0.350717752	0.888796492	1.622050648
UCB542	pDC	ENSG00000127080	IPPK	0	5.245858891	4.991672581	5.364705864	5.183999912	4.864290985	5.273962349	5.251473013	4.971689135	0.860833219	1.079881976	1.520106193	0.675216626	0.864957598	0.662970271	1.301645267	1.747832257
UCB543	pDC	ENSG00000106976	DNM1	0	4.372527202	4.263696926	4.092488041	4.871359518	3.96905331	4.354895559	4.39900629	4.61378779	0.633344549	0.646964831	1.233034188	1.68836014	0.489479929	0.359173587	0.908561428	1.49491365
UCB544	CMP	ENSG00000160087	UBE2J2	0	3.334222523	2.469995103	2.455956439	2.950747132	2.521698906	1.916226515	2.662894421	2.070255034	2.058431755	0.721818958	0.523570038	0.905305809	1.661677126	0.580445689	1.180330429	0.425141648
UCB545	CMP	ENSG00000116649	SRM	0	1.12990195	1.466082546	0.783482219	1.13618578	0.86217254	0.321449072	0.67574572	0.752617103	0.733443823	1.558804261	0.530554106	0.639073754	1.661095751	0.616872446	0.457036259	0.914925692
UCB546	CMP	ENSG00000117616	RSRP1	0	5.43518505	5.213773529	5.239434755	5.229147425	5.401152405	4.827824096	5.2616138	5.286644147	1.050571037	0.643886367	0.326786559	0.746101946	2.119171224	0.263243106	0.291623489	0.814702486
UCB547	CMP	ENSG00000116514	RNF19B	0	4.280707441	3.882037566	4.283937003	4.353153997	4.258698392	3.727518082	4.012249889	4.161878302	0.657071022	1.196782789	0.710175401	0.885879309	1.62247266	0.578512318	0.178538544	0.468315046
UCB548	CMP	ENSG00000066185	ZMYND12	0	4.162834692	3.909974048	4.28168934	4.325013944	4.074481972	3.526509376	4.294474438	4.124757575	0.411103333	0.733981038	0.705030373	0.726883595	1.894367452	0.692123065	0.699544509	0.729042275
UCB549	CMP	ENSG00000162599	NFIA	0	8.856631996	8.873435003	8.880433199	8.886248234	8.992012903	8.765397625	8.911013395	8.87847868	0.381740388	0.320693486	0.565102997	0.476832476	2.104515695	0.689826837	0.281934901	1.807751898
UCB550	CMP	ENSG00000116675	DNAJC6	0	7.172630278	7.132779377	7.118975897	7.09841995	7.276748662	6.997933812	7.120269438	7.048456221	0.744082839	0.298928235	0.443379948	0.254464562	1.48857479	0.387912293	0.810193983	1.63378106
UCB551	CMP	ENSG00000154027	AK5	0	7.832677253	7.853412845	7.741627436	7.741038905	7.726010788	7.736946147	7.780789917	7.972165572	0.647840672	0.824743782	0.886793324	0.815055706	1.015834629	0.364883341	2.514842529	0.976166839
UCB552	CMP	ENSG00000171488	LRRC8C	0	6.642061862	6.482778875	6.625202346	6.617468999	6.628167372	6.427105423	6.545555794	6.695382969	0.703675414	1.027929243	0.560671896	0.389376696	1.73925777	0.507984257	1.190049372	0.448693445
UCB553	CMP	ENSG00000134215	VAV3	0	8.223022955	8.244662274	8.300146959	8.210590632	8.378239626	8.175624163	8.17682798	8.20789857	0.285800118	0.281866664	0.977631083	0.35088641	0.992288047	0.938251514	0.572767925	1.868167647
UCB554	CMP	ENSG00000143061	IGSF3	0	6.086915601	5.954187975	6.17491099	6.076730131	6.114751625	5.835594227	6.176660336	6.12340023	0.4718034	0.939459019	0.847260429	0.624820215	1.953895626	0.909559456	0.542353429	0.457829598
UCB555	CMP	ENSG00000225556	C2CD4D	0	0.282880462	0.941244246	0.278592895	0.521387183	0.134946578	0.075704382	0.116784344	0.533503154	0.429202402	1.967254924	0.431957739	0.733521236	1.191258694	0.933364054	0.650081734	0.802496114
UCB556	CMP	ENSG00000116580	GON4L	0	6.106431656	5.892884801	6.075975155	6.109501854	6.276563036	5.867568626	6.150667122	6.047522572	0.737391571	1.424643246	0.518125844	0.676163769	1.764511671	0.981042612	0.729215892	1.620795327
UCB557	CMP	ENSG00000117036	ETV3	0	3.250998921	2.896992177	3.289638161	3.229232047	3.839913444	2.664541859	3.878231159	3.661958515	0.264802238	1.115194453	0.227938265	0.477707447	1.79722059	1.52826378	1.021287998	1.197627312
UCB558	CMP	ENSG00000122218	COPA	0	5.139921473	5.279321609	5.357873909	5.09895179	5.555061645	5.037826436	5.099290794	5.155929879	0.400921228	0.71181796	0.933167409	0.604970491	1.106899025	0.632909451	0.371221362	1.844663108
UCB559	CMP	ENSG00000197959	DNM3	0	8.896025377	8.940392442	8.929153081	8.891487132	9.038799337	8.8735805	8.883259887	8.967445884	0.608255551	0.591947364	0.402780221	0.587420291	0.94222006	0.812316115	0.857662783	1.804386966
UCB560	CMP	ENSG00000135838	NPL	0	5.089401293	5.16489311	4.9673807	5.218833551	5.191316435	4.869897297	5.272644767	5.133284227	0.166111253	0.426070678	0.873261841	0.779175245	1.715471995	1.137055488	0.232999745	0.545751804
UCB561	CMP	ENSG00000077157	PPP1R12B	0	7.538029876	7.544907023	7.674202035	7.679502872	7.544408315	7.437869808	7.610666679	7.569206605	0.603809527	0.611639297	1.171805048	1.287285905	1.899129216	0.566834305	0.444582725	0.473515528
UCB562	CMP	ENSG00000263961	C1orf186	0	5.429730122	5.323972761	5.194782816	5.781911271	5.625941393	5.161888875	5.456511196	5.469994701	0.4759658	0.704287868	1.298173954	1.840961931	1.72830029	0.346553367	0.474412941	1.06252795
UCB563	CMP	ENSG00000136643	RPS6KC1	0	7.555141034	7.487601148	7.578393776	7.558739129	7.624683671	7.372467786	7.530266574	7.518217094	0.555486829	0.641890209	0.699154413	0.656218057	2.146012903	0.407087775	0.199361819	1.376592968
UCB564	CMP	ENSG00000143498	TAF1A	0	4.7704158	4.982512789	4.665042418	4.665487671	4.817010633	4.455648377	4.934062608	4.680007795	0.384144258	1.349801387	0.503121636	0.455962898	1.610392623	1.077032868	0.466282952	0.570313566
UCB565	CMP	ENSG00000143776	CDC42BPA	0	8.048017422	8.123695089	8.104909936	8.061171163	8.238044657	8.043553592	8.079145996	8.092533385	0.814495102	0.656373889	0.494244694	0.65016459	0.844836385	0.336710314	0.272091321	1.899592664
UCB566	CMP	ENSG00000143774	GUK1	0	1.510019494	1.705601975	1.704324009	1.727343421	2.161201413	0.90178898	1.523893026	1.720433462	0.520401425	0.728295007	0.509647929	0.601703261	1.757317118	0.462746133	0.381194649	1.104148873
UCB567	CMP	ENSG00000117020	AKT3	0	8.142799174	8.199110838	8.234675431	8.285350989	8.225961667	8.071667083	8.151531349	8.242414725	0.804850378	0.356817961	0.614267968	1.425824975	1.874939402	0.643809781	0.748501042	0.59376336
UCB568	CMP	ENSG00000169224	GCSAML	0	5.586914034	5.88688754	5.60600083	5.794147541	5.93460482	5.471986775	5.48518632	5.640198067	0.775586073	1.756778304	0.592556982	0.922949418	1.641076582	1.419505748	0.294830394	1.779764351
UCB569	CMP	ENSG00000107959	PITRM1	0	4.435593388	4.47820209	4.29775153	4.601730092	4.605301206	4.213330843	4.855760713	4.4794375	0.552725576	0.592328287	0.968702185	1.0350887	1.529438976	1.85281762	0.294387846	0.685133475
UCB570	CMP	ENSG00000107758	PPP3CB	0	5.432694645	5.481073397	5.489407254	5.416270953	5.44289672	4.959518501	5.480709839	5.410944314	0.410195612	0.757926311	0.638209694	0.293709052	2.389830478	0.723982891	0.239129734	0.458234822
UCB571	CMP	ENSG00000148795	CYP17A1	0	1.857323316	2.062608965	1.910083957	2.247084728	2.887605196	1.336281082	1.822596229	1.528096019	0.27848148	0.428000254	0.222447198	0.729914332	1.395119208	0.292446095	0.923650722	1.826486531
UCB572	CMP	ENSG00000205339	IPO7	0	5.525187205	5.568062022	5.542292332	5.443530053	5.642633169	5.216123506	5.388456799	5.567189137	0.32523387	0.576287648	0.421563493	0.421646796	1.817469381	0.60193943	0.701309896	0.962312532
UCB573	CMP	ENSG00000149577	SIDT2	0	3.18997686	2.874762034	3.307303215	3.712271581	2.56551643	2.66045015	3.341061178	3.46153935	0.309027029	0.813268627	0.531112466	1.42009572	1.630172193	0.514396813	0.87071148	1.478915539
UCB574	CMP	ENSG00000111641	NOP2	0	1.751321011	2.37357088	1.981658364	2.530604416	2.280968021	1.423012896	2.459425122	2.441474478	0.945714823	0.99563631	0.48687115	0.848024929	1.758745978	0.769929857	0.713022678	0.545321173
UCB575	CMP	ENSG00000111713	GYS2	0	5.944267361	5.87738858	6.031756463	6.121122139	6.102756749	5.744276672	5.897651674	5.906957319	0.35042021	0.590823534	0.626393578	1.445123398	1.760825222	0.424423699	0.421617044	1.07987883
UCB576	CMP	ENSG00000173451	THAP2	0	4.15004957	3.888326247	3.564550072	3.885274202	3.905807063	2.939569181	3.581441258	3.441509335	1.636362193	0.740330385	0.698911945	0.667374664	2.569724881	0.340365438	0.770912706	0.733169681
UCB577	CMP	ENSG00000186815	TPCN1	0	5.591337651	5.367559294	5.489360454	5.635060567	5.575255148	5.235977552	5.555858727	5.460435744	1.033677484	1.164207542	0.474744397	0.996340827	1.944165419	0.534003692	0.586411564	0.634328234
UCB578	CMP	ENSG00000110917	MLEC	0	2.925567709	2.719951237	2.936165717	2.697957353	3.304946921	2.06066102	2.744501508	2.754477107	0.593168924	0.346458891	0.813232762	0.671467719	1.691475662	0.424853939	0.242123312	1.115381472
UCB579	CMP	ENSG00000151846	PABPC3	0	1.322968169	1.34358263	1.448974937	1.266777709	2.381324463	0.348086787	1.365407734	1.337176465	0.271173584	0.62491254	0.537842486	0.463481001	2.492546083	0.313075289	0.371332532	2.203171716
UCB580	CMP	ENSG00000133121	STARD13	0	7.696649084	7.745680552	7.70668855	7.687082304	7.708281297	7.56254581	7.786391617	7.739511803	0.373581489	0.557679736	0.269669771	0.400143603	1.964257151	1.127228374	0.625797262	0.352859877
UCB581	CMP	ENSG00000139668	WDFY2	0	7.134410988	7.091725235	7.021426946	7.120219401	7.039542714	6.938972745	7.095835623	7.116143048	1.01939144	0.430698481	0.721878199	0.888871437	1.926161884	0.363952336	0.701792822	0.45289065
